chromosome	position	type	base_depth	exact_kmer_count	inexact_kmer_count	sum_kmer_count
5	23523320	left	75	0	75	75
5	23523321	left	75	0	75	75
5	23523322	left	75	0	75	75
5	23523323	left	75	0	75	75
5	23523324	left	75	0	75	75
5	23523325	left	75	0	75	75
5	23523326	left	75	0	75	75
5	23523327	left	75	0	75	75
5	23523328	left	75	0	75	75
5	23523329	left	75	0	75	75
5	23523330	left	75	0	75	75
5	23523331	left	76	0	76	76
5	23523332	left	76	0	76	76
5	23523333	left	76	0	76	76
5	23523334	left	76	0	76	76
5	23523335	left	76	0	76	76
5	23523336	left	76	0	76	76
5	23523337	left	76	0	76	76
5	23523338	left	76	0	76	76
5	23523339	left	76	0	76	76
5	23523340	left	76	0	76	76
5	23523341	left	76	0	76	76
5	23523342	left	76	0	76	76
5	23523343	left	76	0	76	76
5	23523344	left	76	0	76	76
5	23523345	left	76	0	76	76
5	23523346	left	76	0	76	76
5	23523347	left	76	0	76	76
5	23523348	left	76	60	16	76
5	23523349	left	76	60	16	76
5	23523350	left	76	60	16	76
5	23523351	left	76	60	16	76
5	23523352	left	76	60	16	76
5	23523353	left	76	60	16	76
5	23523354	left	75	60	15	75
5	23523355	left	76	61	15	76
5	23523356	left	76	61	15	76
5	23523357	left	76	61	15	76
5	23523358	left	76	61	15	76
5	23523359	left	76	61	15	76
5	23523360	left	75	61	14	75
5	23523361	left	76	62	14	76
5	23523362	left	76	62	14	76
5	23523363	left	76	62	14	76
5	23523364	left	76	62	14	76
5	23523365	left	76	62	14	76
5	23523366	left	76	63	13	76
5	23523367	left	76	63	13	76
5	23523368	left	76	63	13	76
5	23523369	left	76	63	13	76
5	23523370	left	76	63	13	76
5	23523371	left	76	63	13	76
5	23523372	left	76	63	13	76
5	23523373	left	76	63	13	76
5	23523374	left	75	63	12	75
5	23523375	left	76	64	12	76
5	23523376	left	76	64	12	76
5	23523377	left	76	64	12	76
5	23523378	left	76	65	11	76
5	23523379	left	76	65	11	76
5	23523380	left	76	65	11	76
5	23523381	left	76	65	11	76
5	23523382	left	76	65	11	76
5	23523383	left	75	65	10	75
5	23523384	left	76	66	10	76
5	23523385	left	76	66	10	76
5	23523386	left	76	66	10	76
5	23523387	left	76	66	10	76
5	23523388	left	76	66	10	76
5	23523389	left	76	66	10	76
5	23523390	left	76	66	10	76
5	23523391	left	75	66	9	75
5	23523392	left	76	67	9	76
5	23523393	left	76	67	9	76
5	23523394	left	76	67	9	76
5	23523395	left	76	67	9	76
5	23523396	left	76	67	9	76
5	23523397	left	76	67	9	76
5	23523398	left	76	67	9	76
5	23523399	left	76	67	9	76
5	23523400	left	76	67	9	76
5	23523401	left	76	67	9	76
5	23523402	left	76	67	9	76
5	23523403	left	76	67	9	76
5	23523404	left	76	67	9	76
5	23523405	left	74	67	7	74
5	23523406	left	76	69	7	76
5	23523407	left	71	69	2	71
5	23523408	left	76	73	3	76
5	23523409	left	76	73	3	76
5	23523410	left	76	73	3	76
5	23523411	left	76	73	3	76
5	23523412	left	76	73	3	76
5	23523413	left	76	73	3	76
5	23523414	left	76	73	3	76
5	23523415	left	76	73	3	76
5	23523416	left	76	73	3	76
5	23523417	left	76	73	3	76
5	23523418	left	76	73	3	76
5	23523419	left	76	73	3	76
5	23523420	left	76	73	3	76
5	23523421	left	76	73	3	76
5	23523422	left	76	73	3	76
5	23523423	left	76	74	2	76
5	23523424	left	76	74	2	76
5	23523425	left	76	74	2	76
5	23523426	left	76	74	2	76
5	23523427	left	76	74	2	76
5	23523428	left	76	74	2	76
5	23523429	left	76	74	2	76
5	23523430	left	76	72	4	76
5	23523431	left	76	72	4	76
5	23523432	left	76	72	4	76
5	23523433	left	76	72	4	76
5	23523434	left	76	72	4	76
5	23523435	left	76	72	4	76
5	23523436	left	76	72	4	76
5	23523437	left	76	72	4	76
5	23523438	left	76	72	4	76
5	23523439	left	76	72	4	76
5	23523440	left	76	72	4	76
5	23523441	left	76	72	4	76
5	23523442	left	76	72	4	76
5	23523443	left	76	73	3	76
5	23523444	left	76	73	3	76
5	23523445	left	76	73	3	76
5	23523446	left	76	73	3	76
5	23523447	left	76	72	4	76
5	23523448	left	76	72	4	76
5	23523449	left	76	72	4	76
5	23523450	left	76	72	4	76
5	23523451	left	75	72	3	75
5	23523452	left	76	72	4	76
5	23523453	left	76	72	4	76
5	23523454	left	76	72	4	76
5	23523455	left	76	72	4	76
5	23523456	left	76	72	4	76
5	23523457	left	76	72	4	76
5	23523458	left	76	72	4	76
5	23523459	left	76	72	4	76
5	23523460	left	76	72	4	76
5	23523461	left	76	72	4	76
5	23523462	left	76	72	4	76
5	23523463	left	76	72	4	76
5	23523464	left	76	72	4	76
5	23523465	left	76	72	4	76
5	23523466	left	76	72	4	76
5	23523467	left	76	71	5	76
5	23523468	left	76	71	5	76
5	23523469	left	76	71	5	76
5	23523470	left	76	71	5	76
5	23523471	left	76	71	5	76
5	23523472	left	76	71	5	76
5	23523473	left	76	71	5	76
5	23523474	left	76	71	5	76
5	23523475	left	76	69	6	75
5	23523476	left	76	69	6	75
5	23523477	left	76	69	6	75
5	23523478	left	76	69	6	75
5	23523479	left	76	68	7	75
5	23523480	left	76	68	7	75
5	23523481	left	76	68	7	75
5	23523482	left	76	68	7	75
5	23523483	left	76	68	7	75
5	23523484	left	76	68	7	75
5	23523485	left	76	68	7	75
5	23523486	left	76	68	7	75
5	23523487	left	76	68	7	75
5	23523488	left	76	68	7	75
5	23523489	left	76	68	7	75
5	23523490	left	76	68	7	75
5	23523491	left	76	68	7	75
5	23523492	left	76	68	7	75
5	23523493	left	76	68	7	75
5	23523494	left	76	68	7	75
5	23523495	left	76	68	7	75
5	23523496	left	76	68	7	75
5	23523497	left	76	68	7	75
5	23523498	left	76	68	7	75
5	23523499	left	74	67	6	73
5	23523500	left	76	69	6	75
5	23523501	left	76	69	6	75
5	23523502	left	76	69	6	75
5	23523503	left	76	69	6	75
5	23523504	left	76	69	6	75
5	23523505	left	76	69	6	75
5	23523506	left	76	69	6	75
5	23523507	left	76	69	6	75
5	23523508	left	76	69	6	75
5	23523509	left	76	69	6	75
5	23523510	left	76	69	6	75
5	23523511	left	76	69	6	75
5	23523512	left	76	69	6	75
5	23523513	left	76	69	6	75
5	23523514	left	76	68	7	75
5	23523515	left	75	68	6	74
5	23523516	left	76	69	6	75
5	23523517	left	76	69	6	75
5	23523518	left	76	69	6	75
5	23523519	left	76	69	6	75
5	23523520	left	76	69	6	75
5	23523521	left	75	69	5	74
5	23523522	left	76	70	5	75
5	23523523	left	76	70	5	75
5	23523524	left	76	70	5	75
5	23523525	left	76	70	5	75
5	23523526	left	76	70	5	75
5	23523527	left	76	70	5	75
5	23523528	left	76	70	5	75
5	23523529	left	76	70	5	75
5	23523530	left	76	70	5	75
5	23523531	left	76	68	7	75
5	23523532	left	76	68	7	75
5	23523533	left	76	68	7	75
5	23523534	left	76	68	7	75
5	23523535	left	76	68	7	75
5	23523536	left	76	68	7	75
5	23523537	left	76	68	7	75
5	23523538	left	76	68	7	75
5	23523539	left	76	68	7	75
5	23523540	left	76	68	7	75
5	23523541	left	76	68	7	75
5	23523542	left	76	68	7	75
5	23523543	left	76	68	7	75
5	23523544	left	75	68	6	74
5	23523545	left	75	69	6	75
5	23523546	left	75	68	7	75
5	23523547	left	74	68	6	74
5	23523548	left	75	68	7	75
5	23523549	left	75	68	7	75
5	23523550	left	75	68	7	75
5	23523551	left	75	67	8	75
5	23523552	left	75	67	8	75
5	23523553	left	75	66	9	75
5	23523554	left	75	65	10	75
5	23523555	left	75	65	10	75
5	23523556	left	75	65	10	75
5	23523557	left	75	65	10	75
5	23523558	left	75	64	11	75
5	23523559	left	75	64	11	75
5	23523560	left	75	64	11	75
5	23523561	left	75	64	11	75
5	23523562	left	75	64	11	75
5	23523563	left	75	64	11	75
5	23523564	left	75	63	12	75
5	23523565	left	75	63	12	75
5	23523566	left	75	63	12	75
5	23523567	left	74	63	11	74
5	23523568	left	75	63	12	75
5	23523569	left	75	63	12	75
5	23523570	left	75	63	12	75
5	23523571	left	75	63	12	75
5	23523572	left	75	63	12	75
5	23523573	left	75	63	12	75
5	23523574	left	75	63	12	75
5	23523575	left	75	63	12	75
5	23523576	left	75	63	12	75
5	23523577	left	75	63	12	75
5	23523578	left	74	63	11	74
5	23523579	left	75	64	11	75
5	23523580	left	75	64	11	75
5	23523581	left	75	63	12	75
5	23523582	left	75	63	12	75
5	23523583	left	75	64	11	75
5	23523584	left	75	64	11	75
5	23523585	left	75	64	11	75
5	23523586	left	75	63	12	75
5	23523587	left	75	63	12	75
5	23523588	left	75	63	12	75
5	23523589	left	75	63	12	75
5	23523590	left	75	63	12	75
5	23523591	left	75	63	12	75
5	23523592	left	75	63	12	75
5	23523593	left	75	63	12	75
5	23523594	left	75	63	12	75
5	23523595	left	75	63	12	75
5	23523596	left	75	63	12	75
5	23523597	left	75	63	12	75
5	23523598	left	73	63	10	73
5	23523599	left	75	64	11	75
5	23523600	left	75	63	12	75
5	23523601	left	75	63	12	75
5	23523602	left	75	63	12	75
5	23523603	left	75	63	12	75
5	23523604	left	75	63	12	75
5	23523605	left	74	63	11	74
5	23523606	left	75	64	11	75
5	23523607	left	75	64	11	75
5	23523608	left	75	64	11	75
5	23523609	left	75	64	11	75
5	23523610	left	75	64	11	75
5	23523611	left	75	64	11	75
5	23523612	left	75	64	11	75
5	23523613	left	75	64	11	75
5	23523614	left	74	64	10	74
5	23523615	left	75	64	11	75
5	23523616	left	75	64	11	75
5	23523617	left	75	64	11	75
5	23523618	left	75	63	12	75
5	23523619	left	73	63	10	73
5	23523620	left	75	63	12	75
5	23523621	left	75	63	12	75
5	23523622	left	75	63	12	75
5	23523623	left	73	63	10	73
5	23523624	left	75	65	10	75
5	23523625	left	75	65	10	75
5	23523626	left	74	65	9	74
5	23523627	left	75	65	10	75
5	23523628	left	75	65	10	75
5	23523629	left	75	65	10	75
5	23523630	left	73	65	8	73
5	23523631	left	75	66	9	75
5	23523632	left	75	66	9	75
5	23523633	left	75	66	9	75
5	23523634	left	75	67	8	75
5	23523635	left	75	67	8	75
5	23523636	left	75	66	9	75
5	23523637	left	75	66	9	75
5	23523638	left	75	66	9	75
5	23523639	left	75	66	9	75
5	23523640	left	75	65	10	75
5	23523641	left	75	65	10	75
5	23523642	left	75	65	10	75
5	23523643	left	75	65	10	75
5	23523644	left	75	65	10	75
5	23523645	left	75	65	10	75
5	23523646	left	75	65	10	75
5	23523647	left	75	65	10	75
5	23523648	left	75	65	10	75
5	23523649	left	74	65	9	74
5	23523650	left	75	66	9	75
5	23523651	left	75	66	9	75
5	23523652	left	75	66	9	75
5	23523653	left	75	66	9	75
5	23523654	left	75	66	9	75
5	23523655	left	74	66	8	74
5	23523656	left	75	67	8	75
5	23523657	left	75	67	8	75
5	23523658	left	75	67	8	75
5	23523659	left	75	67	8	75
5	23523660	left	75	67	8	75
5	23523661	left	74	68	6	74
5	23523662	left	75	69	6	75
5	23523663	left	75	68	7	75
5	23523664	left	75	68	7	75
5	23523665	left	75	68	7	75
5	23523666	left	75	68	7	75
5	23523667	left	75	68	7	75
5	23523668	left	74	68	6	74
5	23523669	left	75	68	7	75
5	23523670	left	75	68	7	75
5	23523671	left	75	68	7	75
5	23523672	left	75	68	7	75
5	23523673	left	75	68	7	75
5	23523674	left	75	68	7	75
5	23523675	left	75	68	7	75
5	23523676	left	75	68	7	75
5	23523677	left	75	68	7	75
5	23523678	left	75	68	7	75
5	23523679	left	75	68	7	75
5	23523680	left	75	68	7	75
5	23523681	left	75	68	7	75
5	23523682	left	75	68	7	75
5	23523683	left	75	68	7	75
5	23523684	left	75	68	7	75
5	23523685	left	73	67	6	73
5	23523686	left	76	69	7	76
5	23523687	left	76	69	7	76
5	23523688	left	76	69	7	76
5	23523689	left	76	69	7	76
5	23523690	left	76	69	7	76
5	23523691	left	76	69	7	76
5	23523692	left	76	69	7	76
5	23523693	left	76	69	7	76
5	23523694	left	76	69	7	76
5	23523695	left	76	69	7	76
5	23523696	left	76	69	7	76
5	23523697	left	76	70	6	76
5	23523698	left	76	70	6	76
5	23523699	left	76	70	6	76
5	23523700	left	76	70	6	76
5	23523701	left	76	70	6	76
5	23523702	left	76	70	6	76
5	23523703	left	76	70	6	76
5	23523704	left	75	70	5	75
5	23523705	left	76	69	7	76
5	23523706	left	76	69	7	76
5	23523707	left	76	69	7	76
5	23523708	left	76	69	7	76
5	23523709	left	75	69	6	75
5	23523710	left	76	70	6	76
5	23523711	left	76	70	6	76
5	23523712	left	76	70	6	76
5	23523713	left	76	70	6	76
5	23523714	left	76	70	6	76
5	23523715	left	76	70	6	76
5	23523716	left	76	70	6	76
5	23523717	left	76	70	6	76
5	23523718	left	76	70	6	76
5	23523719	left	76	70	6	76
5	23523720	left	76	70	6	76
5	23523721	left	76	70	6	76
5	23523722	left	76	70	6	76
5	23523723	left	76	70	6	76
5	23523724	left	76	70	6	76
5	23523725	left	76	70	6	76
5	23523726	left	76	70	6	76
5	23523727	left	76	70	6	76
5	23523728	left	76	73	3	76
5	23523729	left	76	73	3	76
5	23523730	left	76	73	3	76
5	23523731	left	76	73	3	76
5	23523732	left	76	73	3	76
5	23523733	left	76	73	3	76
5	23523734	left	76	73	3	76
5	23523735	left	76	73	3	76
5	23523736	left	76	73	3	76
5	23523737	left	76	73	3	76
5	23523738	left	76	73	3	76
5	23523739	left	76	73	3	76
5	23523740	left	76	73	3	76
5	23523741	left	76	73	3	76
5	23523742	left	76	73	3	76
5	23523743	left	76	73	3	76
5	23523744	left	76	73	3	76
5	23523745	left	76	73	3	76
5	23523746	left	76	73	3	76
5	23523747	left	76	73	3	76
5	23523748	left	76	73	3	76
5	23523749	left	76	73	3	76
5	23523750	left	76	73	3	76
5	23523751	left	76	73	3	76
5	23523752	left	76	73	3	76
5	23523753	left	75	73	2	75
5	23523754	left	77	75	2	77
5	23523755	left	77	75	2	77
5	23523756	left	77	75	2	77
5	23523757	left	77	75	2	77
5	23523758	left	77	75	2	77
5	23523759	left	77	75	2	77
5	23523760	left	77	75	2	77
5	23523761	left	77	75	2	77
5	23523762	left	77	75	2	77
5	23523763	left	77	75	2	77
5	23523764	left	77	75	2	77
5	23523765	left	77	75	2	77
5	23523766	left	77	75	2	77
5	23523767	left	77	74	3	77
5	23523768	left	77	74	3	77
5	23523769	left	77	74	3	77
5	23523770	left	78	75	3	78
5	23523771	left	78	75	3	78
5	23523772	left	78	75	3	78
5	23523773	left	78	75	3	78
5	23523774	left	78	75	3	78
5	23523775	left	78	76	2	78
5	23523776	left	78	76	2	78
5	23523777	left	78	76	2	78
5	23523778	left	78	76	2	78
5	23523779	left	78	76	2	78
5	23523780	left	77	75	2	77
5	23523781	left	78	75	3	78
5	23523782	left	78	74	4	78
5	23523783	left	78	74	4	78
5	23523784	left	78	74	4	78
5	23523785	left	78	74	4	78
5	23523786	left	78	74	4	78
5	23523787	left	78	74	4	78
5	23523788	left	78	74	4	78
5	23523789	left	78	74	4	78
5	23523790	left	78	74	4	78
5	23523791	left	78	74	4	78
5	23523792	left	78	74	4	78
5	23523793	left	78	74	4	78
5	23523794	left	78	74	4	78
5	23523795	left	78	74	4	78
5	23523796	left	78	74	4	78
5	23523797	left	78	74	4	78
5	23523798	left	78	74	4	78
5	23523799	left	78	74	4	78
5	23523800	left	78	74	4	78
5	23523801	left	78	74	4	78
5	23523802	left	78	74	4	78
5	23523803	left	78	74	4	78
5	23523804	left	78	74	4	78
5	23523805	left	78	74	4	78
5	23523806	left	78	74	4	78
5	23523807	left	78	74	4	78
5	23523808	left	78	74	4	78
5	23523809	left	78	74	4	78
5	23523810	left	78	74	4	78
5	23523811	left	78	74	4	78
5	23523812	left	78	73	5	78
5	23523813	left	78	73	5	78
5	23523814	left	78	73	5	78
5	23523815	left	78	73	5	78
5	23523816	left	78	73	5	78
5	23523817	left	78	73	5	78
5	23523818	left	78	73	5	78
5	23523819	left	78	73	5	78
5	23523820	left	78	73	5	78
5	23523821	left	78	72	6	78
5	23523822	left	78	72	6	78
5	23523823	left	78	72	6	78
5	23523824	left	78	72	6	78
5	23523825	left	78	72	6	78
5	23523826	left	78	72	6	78
5	23523827	left	78	71	7	78
5	23523828	left	79	72	7	79
5	23523829	left	79	72	7	79
5	23523830	left	79	72	7	79
5	23523831	left	79	72	7	79
5	23523832	left	79	72	7	79
5	23523833	left	79	72	7	79
5	23523834	left	79	72	7	79
5	23523835	left	79	72	7	79
5	23523836	left	78	72	6	78
5	23523837	left	79	73	6	79
5	23523838	left	79	73	6	79
5	23523839	left	79	73	6	79
5	23523840	left	79	73	6	79
5	23523841	left	79	73	6	79
5	23523842	left	79	73	6	79
5	23523843	left	79	73	6	79
5	23523844	left	79	73	6	79
5	23523845	left	79	73	6	79
5	23523846	left	79	73	6	79
5	23523847	left	78	74	4	78
5	23523848	left	79	75	4	79
5	23523849	left	79	75	4	79
5	23523850	left	79	75	4	79
5	23523851	left	79	75	4	79
5	23523852	left	79	74	5	79
5	23523853	left	79	74	5	79
5	23523854	left	79	72	7	79
5	23523855	left	79	72	7	79
5	23523856	left	79	71	8	79
5	23523857	left	79	71	8	79
5	23523858	left	79	71	8	79
5	23523859	left	79	71	8	79
5	23523860	left	79	71	8	79
5	23523861	left	79	71	8	79
5	23523862	left	79	71	8	79
5	23523863	left	79	71	8	79
5	23523864	left	79	71	8	79
5	23523865	left	79	71	8	79
5	23523866	left	79	70	9	79
5	23523867	left	79	70	9	79
5	23523868	left	79	70	9	79
5	23523869	left	79	70	9	79
5	23523870	left	79	70	9	79
5	23523871	left	79	70	9	79
5	23523872	left	79	70	9	79
5	23523873	left	79	70	9	79
5	23523874	left	79	70	9	79
5	23523875	left	79	70	9	79
5	23523876	left	79	70	9	79
5	23523877	left	79	70	9	79
5	23523878	left	79	70	9	79
5	23523879	left	79	70	9	79
5	23523880	left	79	70	9	79
5	23523881	left	78	70	8	78
5	23523882	left	79	71	8	79
5	23523883	left	79	71	8	79
5	23523884	left	79	70	9	79
5	23523885	left	79	70	9	79
5	23523886	left	79	71	8	79
5	23523887	left	79	71	8	79
5	23523888	left	79	71	8	79
5	23523889	left	79	71	8	79
5	23523890	left	79	71	8	79
5	23523891	left	79	71	8	79
5	23523892	left	79	71	8	79
5	23523893	left	79	70	9	79
5	23523894	left	79	70	9	79
5	23523895	left	79	70	9	79
5	23523896	left	79	70	9	79
5	23523897	left	79	70	9	79
5	23523898	left	79	70	9	79
5	23523899	left	79	70	9	79
5	23523900	left	79	70	9	79
5	23523901	left	79	70	9	79
5	23523902	left	79	70	9	79
5	23523903	left	79	70	9	79
5	23523904	left	79	70	9	79
5	23523905	left	79	70	9	79
5	23523906	left	79	70	9	79
5	23523907	left	79	70	9	79
5	23523908	left	79	70	9	79
5	23523909	left	79	70	9	79
5	23523910	left	79	70	9	79
5	23523911	left	79	70	9	79
5	23523912	left	79	70	9	79
5	23523913	left	79	70	9	79
5	23523914	left	79	70	9	79
5	23523915	left	79	70	9	79
5	23523916	left	79	70	9	79
5	23523917	left	79	70	9	79
5	23523918	left	79	70	9	79
5	23523919	left	79	70	9	79
5	23523920	left	78	71	7	78
5	23523921	left	79	71	8	79
5	23523922	left	79	71	8	79
5	23523923	left	77	71	6	77
5	23523924	left	79	73	6	79
5	23523925	left	78	73	5	78
5	23523926	left	79	74	5	79
5	23523927	left	79	74	5	79
5	23523928	left	79	73	6	79
5	23523929	left	79	74	5	79
5	23523930	left	79	74	5	79
5	23523931	left	79	74	5	79
5	23523932	left	79	74	5	79
5	23523933	left	79	74	5	79
5	23523934	left	80	75	5	80
5	23523935	left	80	75	5	80
5	23523936	left	80	75	5	80
5	23523937	left	80	75	5	80
5	23523938	left	80	75	5	80
5	23523939	left	80	75	5	80
5	23523940	left	80	75	5	80
5	23523941	left	80	75	5	80
5	23523942	left	80	75	5	80
5	23523943	left	80	75	5	80
5	23523944	left	80	76	4	80
5	23523945	left	80	76	4	80
5	23523946	left	80	76	4	80
5	23523947	left	80	76	4	80
5	23523948	left	80	76	4	80
5	23523949	left	80	76	4	80
5	23523950	left	80	76	4	80
5	23523951	left	80	76	4	80
5	23523952	left	78	76	2	78
5	23523953	left	80	77	3	80
5	23523954	left	80	77	3	80
5	23523955	left	80	77	3	80
5	23523956	left	80	76	4	80
5	23523957	left	80	76	4	80
5	23523958	left	80	76	4	80
5	23523959	left	80	76	4	80
5	23523960	left	79	76	3	79
5	23523961	left	80	77	3	80
5	23523962	left	80	77	3	80
5	23523963	left	80	76	4	80
5	23523964	left	80	76	4	80
5	23523965	left	80	76	4	80
5	23523966	left	80	76	4	80
5	23523967	left	80	75	5	80
5	23523968	left	80	75	5	80
5	23523969	left	80	75	5	80
5	23523970	left	80	75	5	80
5	23523971	left	80	74	6	80
5	23523972	left	80	74	6	80
5	23523973	left	80	74	6	80
5	23523974	left	80	74	6	80
5	23523975	left	80	74	6	80
5	23523976	left	80	74	6	80
5	23523977	left	80	73	7	80
5	23523978	left	80	73	7	80
5	23523979	left	80	73	7	80
5	23523980	left	80	73	7	80
5	23523981	left	79	73	6	79
5	23523982	left	80	74	6	80
5	23523983	left	80	74	6	80
5	23523984	left	80	74	6	80
5	23523985	left	80	74	6	80
5	23523986	left	80	74	6	80
5	23523987	left	80	74	6	80
5	23523988	left	80	74	6	80
5	23523989	left	80	74	6	80
5	23523990	left	80	74	6	80
5	23523991	left	80	74	6	80
5	23523992	left	80	74	6	80
5	23523993	left	81	75	6	81
5	23523994	left	81	75	6	81
5	23523995	left	81	75	6	81
5	23523996	left	80	75	5	80
5	23523997	left	81	76	5	81
5	23523998	left	81	76	5	81
5	23523999	left	81	75	6	81
5	23524000	left	81	75	6	81
5	23524001	left	81	75	6	81
5	23524002	left	81	75	6	81
5	23524003	left	81	75	6	81
5	23524004	left	81	75	6	81
5	23524005	left	81	75	6	81
5	23524006	left	82	76	6	82
5	23524007	left	82	76	6	82
5	23524008	left	82	76	6	82
5	23524009	left	82	76	6	82
5	23524010	left	82	76	6	82
5	23524011	left	82	76	6	82
5	23524012	left	82	76	6	82
5	23524013	left	82	76	6	82
5	23524014	left	82	76	6	82
5	23524015	left	82	76	6	82
5	23524016	left	82	76	6	82
5	23524017	left	82	76	6	82
5	23524018	left	82	76	6	82
5	23524019	left	82	76	6	82
5	23524020	left	82	76	6	82
5	23524021	left	82	76	6	82
5	23524022	left	82	76	6	82
5	23524023	left	82	77	5	82
5	23524024	left	82	77	5	82
5	23524025	left	82	77	5	82
5	23524026	left	82	77	5	82
5	23524027	left	82	77	5	82
5	23524028	left	82	77	5	82
5	23524029	left	82	77	5	82
5	23524030	left	82	77	5	82
5	23524031	left	82	77	5	82
5	23524032	left	82	78	4	82
5	23524033	left	82	78	4	82
5	23524034	left	82	78	4	82
5	23524035	left	81	78	3	81
5	23524036	left	82	79	3	82
5	23524037	left	82	79	3	82
5	23524038	left	82	79	3	82
5	23524039	left	81	77	4	81
5	23524040	left	81	75	6	81
5	23524041	left	81	75	6	81
5	23524042	left	81	75	6	81
5	23524043	left	82	76	6	82
5	23524044	left	82	76	6	82
5	23524045	left	82	76	6	82
5	23524046	left	82	76	6	82
5	23524047	left	82	77	5	82
5	23524048	left	82	77	5	82
5	23524049	left	82	77	5	82
5	23524050	left	82	77	5	82
5	23524051	left	82	77	5	82
5	23524052	left	82	77	5	82
5	23524053	left	82	77	5	82
5	23524054	left	82	77	5	82
5	23524055	left	82	76	5	81
5	23524056	left	82	76	5	81
5	23524057	left	82	76	5	81
5	23524058	left	82	76	5	81
5	23524059	left	82	76	5	81
5	23524060	left	82	76	5	81
5	23524061	left	82	76	5	81
5	23524062	left	82	76	5	81
5	23524063	left	82	76	5	81
5	23524064	left	82	76	5	81
5	23524065	left	82	76	5	81
5	23524066	left	82	76	5	81
5	23524067	left	82	76	5	81
5	23524068	left	81	76	4	80
5	23524069	left	82	76	5	81
5	23524070	left	82	76	5	81
5	23524071	left	82	76	5	81
5	23524072	left	82	76	5	81
5	23524073	left	82	76	5	81
5	23524074	left	82	76	5	81
5	23524075	left	82	77	4	81
5	23524076	left	82	77	4	81
5	23524077	left	82	77	4	81
5	23524078	left	82	77	4	81
5	23524079	left	82	77	4	81
5	23524080	left	82	77	4	81
5	23524081	left	82	77	4	81
5	23524082	left	82	77	4	81
5	23524083	left	82	77	4	81
5	23524084	left	82	77	4	81
5	23524085	left	82	77	4	81
5	23524086	left	82	77	4	81
5	23524087	left	82	77	4	81
5	23524088	left	82	77	4	81
5	23524089	left	82	77	4	81
5	23524090	left	82	77	4	81
5	23524091	left	82	77	4	81
5	23524092	left	82	77	4	81
5	23524093	left	82	77	4	81
5	23524094	left	82	77	4	81
5	23524095	left	82	77	4	81
5	23524096	left	82	77	4	81
5	23524097	left	82	77	4	81
5	23524098	left	82	77	4	81
5	23524099	left	82	77	4	81
5	23524100	left	82	77	4	81
5	23524101	left	82	77	4	81
5	23524102	left	82	77	4	81
5	23524103	left	82	77	4	81
5	23524104	left	82	77	4	81
5	23524105	left	82	77	4	81
5	23524106	left	80	79	0	79
5	23524107	left	82	81	0	81
5	23524108	left	82	81	0	81
5	23524109	left	82	81	0	81
5	23524110	left	82	81	0	81
5	23524111	left	82	81	0	81
5	23524112	left	82	81	0	81
5	23524113	left	82	81	0	81
5	23524114	left	82	81	0	81
5	23524115	left	82	81	0	81
5	23524116	left	82	81	0	81
5	23524117	left	82	81	0	81
5	23524118	left	82	81	0	81
5	23524119	left	82	81	0	81
5	23524120	left	82	81	0	81
5	23524121	left	82	81	0	81
5	23524122	left	82	81	0	81
5	23524123	left	82	81	0	81
5	23524124	left	82	81	0	81
5	23524125	left	81	81	0	81
5	23524126	left	81	81	0	81
5	23524127	left	81	81	0	81
5	23524128	left	81	81	0	81
5	23524129	left	81	81	0	81
5	23524130	left	81	81	0	81
5	23524131	left	81	76	5	81
5	23524132	left	81	75	6	81
5	23524133	left	81	75	6	81
5	23524134	left	81	75	6	81
5	23524135	left	81	75	6	81
5	23524136	left	81	74	7	81
5	23524137	left	81	74	7	81
5	23524138	left	81	74	7	81
5	23524139	left	81	74	7	81
5	23524140	left	81	74	7	81
5	23524141	left	81	74	7	81
5	23524142	left	81	74	7	81
5	23524143	left	81	74	7	81
5	23524144	left	81	74	7	81
5	23524145	left	81	74	7	81
5	23524146	left	81	74	7	81
5	23524147	left	81	74	7	81
5	23524148	left	81	74	7	81
5	23524149	left	81	74	7	81
5	23524150	left	81	74	7	81
5	23524151	left	81	74	7	81
5	23524152	left	81	74	7	81
5	23524153	left	81	73	8	81
5	23524154	left	81	71	10	81
5	23524155	left	81	71	10	81
5	23524156	left	81	70	11	81
5	23524157	left	81	69	12	81
5	23524158	left	81	69	12	81
5	23524159	left	81	69	12	81
5	23524160	left	81	69	12	81
5	23524161	left	81	69	12	81
5	23524162	left	81	69	12	81
5	23524163	left	81	69	12	81
5	23524164	left	81	69	12	81
5	23524165	left	81	68	13	81
5	23524166	left	81	68	13	81
5	23524167	left	81	68	13	81
5	23524168	left	81	68	13	81
5	23524169	left	81	68	13	81
5	23524170	left	81	68	13	81
5	23524171	left	81	68	13	81
5	23524172	left	81	68	13	81
5	23524173	left	81	68	13	81
5	23524174	left	81	67	13	80
5	23524175	left	81	67	13	80
5	23524176	left	81	67	13	80
5	23524177	left	81	67	13	80
5	23524178	left	81	67	13	80
5	23524179	left	81	67	13	80
5	23524180	left	81	67	13	80
5	23524181	left	81	67	13	80
5	23524182	left	81	67	13	80
5	23524183	left	81	67	13	80
5	23524184	left	81	67	13	80
5	23524185	left	81	65	15	80
5	23524186	left	81	65	15	80
5	23524187	left	81	65	15	80
5	23524188	left	81	65	15	80
5	23524189	left	81	65	15	80
5	23524190	left	81	65	15	80
5	23524191	left	81	65	15	80
