chromosome	position	type	base_depth	exact_kmer_count	inexact_kmer_count	sum_kmer_count
5	23520566	left	27	22	3	25
5	23520567	left	28	23	3	26
5	23520568	left	28	23	3	26
5	23520569	left	28	23	3	26
5	23520570	left	28	23	3	26
5	23520571	left	28	23	3	26
5	23520572	left	28	23	3	26
5	23520573	left	28	23	3	26
5	23520574	left	28	23	3	26
5	23520575	left	28	23	3	26
5	23520576	left	28	23	3	26
5	23520577	left	28	23	3	26
5	23520578	left	28	22	4	26
5	23520579	left	29	23	4	27
5	23520580	left	29	23	4	27
5	23520581	left	29	23	4	27
5	23520582	left	29	23	4	27
5	23520583	left	29	23	4	27
5	23520584	left	29	23	4	27
5	23520585	left	29	23	4	27
5	23520586	left	29	23	4	27
5	23520587	left	29	23	4	27
5	23520588	left	29	23	4	27
5	23520589	left	29	23	4	27
5	23520590	left	29	23	4	27
5	23520591	left	29	23	4	27
5	23520592	left	29	23	4	27
5	23520593	left	29	23	4	27
5	23520594	left	30	24	4	28
5	23520595	left	30	24	4	28
5	23520596	left	30	24	4	28
5	23520597	left	31	25	4	29
5	23520598	left	32	25	4	29
5	23520599	left	32	25	4	29
5	23520600	left	31	25	4	29
5	23520601	left	31	25	4	29
5	23520602	left	31	25	4	29
5	23520603	left	31	25	4	29
5	23520604	left	31	25	4	29
5	23520605	left	32	25	5	30
5	23520606	left	32	25	5	30
5	23520607	left	32	25	5	30
5	23520608	left	32	25	5	30
5	23520609	left	32	25	5	30
5	23520610	left	32	25	5	30
5	23520611	left	32	25	5	30
5	23520612	left	31	25	5	30
5	23520613	left	32	26	5	31
5	23520614	left	32	26	5	31
5	23520615	left	34	28	5	33
5	23520616	left	34	28	5	33
5	23520617	left	34	28	5	33
5	23520618	left	34	28	5	33
5	23520619	left	34	28	5	33
5	23520620	left	34	28	5	33
5	23520621	left	34	28	5	33
5	23520622	left	34	28	5	33
5	23520623	left	34	28	5	33
5	23520624	left	34	28	5	33
5	23520625	left	34	28	5	33
5	23520626	left	34	28	5	33
5	23520627	left	34	28	5	33
5	23520628	left	34	28	5	33
5	23520629	left	34	27	5	32
5	23520630	left	34	27	5	32
5	23520631	left	34	27	5	32
5	23520632	left	35	28	5	33
5	23520633	left	35	28	5	33
5	23520634	left	35	28	5	33
5	23520635	left	35	28	5	33
5	23520636	left	35	28	5	33
5	23520637	left	35	27	5	32
5	23520638	left	35	27	5	32
5	23520639	left	35	27	5	32
5	23520640	left	35	27	5	32
5	23520641	left	35	27	5	32
5	23520642	left	35	27	5	32
5	23520643	left	35	27	5	32
5	23520644	left	35	27	5	32
5	23520645	left	37	29	5	34
5	23520646	left	37	29	5	34
5	23520647	left	38	30	5	35
5	23520648	left	38	30	5	35
5	23520649	left	38	31	4	35
5	23520650	left	39	32	4	36
5	23520651	left	39	32	4	36
5	23520652	left	39	32	4	36
5	23520653	left	39	32	4	36
5	23520654	left	39	33	2	35
5	23520655	left	39	33	2	35
5	23520656	left	39	33	2	35
5	23520657	left	40	33	3	36
5	23520658	left	40	33	3	36
5	23520659	left	40	33	3	36
5	23520660	left	40	33	3	36
5	23520661	left	40	33	2	35
5	23520662	left	41	34	2	36
5	23520663	left	41	34	2	36
5	23520664	left	41	33	3	36
5	23520665	left	41	33	2	35
5	23520666	left	41	33	2	35
5	23520667	left	41	33	2	35
5	23520668	left	40	33	2	35
5	23520669	left	40	33	2	35
5	23520670	left	40	31	4	35
5	23520671	left	40	31	4	35
5	23520672	left	40	31	4	35
5	23520673	left	40	29	4	33
5	23520674	left	40	29	4	33
5	23520675	left	40	28	5	33
5	23520676	left	40	28	4	32
5	23520677	left	40	28	3	31
5	23520678	left	42	30	3	33
5	23520679	left	42	30	3	33
5	23520680	left	43	31	3	34
5	23520681	left	43	31	3	34
5	23520682	left	43	31	3	34
5	23520683	left	43	31	3	34
5	23520684	left	43	31	3	34
5	23520685	left	44	31	3	34
5	23520686	left	44	31	3	34
5	23520687	left	44	31	3	34
5	23520688	left	45	31	4	35
5	23520689	left	45	30	4	34
5	23520690	left	46	31	4	35
5	23520691	left	46	31	4	35
5	23520692	left	46	31	4	35
5	23520693	left	46	30	4	34
5	23520694	left	46	30	4	34
5	23520695	left	46	28	5	33
5	23520696	left	46	28	5	33
5	23520697	left	46	28	5	33
5	23520698	left	46	28	5	33
5	23520699	left	45	27	5	32
5	23520700	left	46	27	6	33
5	23520701	left	46	27	6	33
5	23520702	left	48	28	7	35
5	23520703	left	48	28	7	35
5	23520704	left	48	28	7	35
5	23520705	left	48	28	7	35
5	23520706	left	48	27	7	34
5	23520707	left	47	26	8	34
5	23520708	left	49	29	7	36
5	23520709	left	50	30	7	37
5	23520710	left	52	32	7	39
5	23520711	left	52	31	7	38
5	23520712	left	52	30	8	38
5	23520713	left	52	30	8	38
5	23520714	left	52	30	8	38
5	23520715	left	52	30	8	38
5	23520716	left	52	30	8	38
5	23520717	left	52	30	8	38
5	23520718	left	52	29	8	37
5	23520719	left	51	29	8	37
5	23520720	left	52	30	8	38
5	23520721	left	52	30	8	38
5	23520722	left	52	30	8	38
5	23520723	left	52	30	8	38
5	23520724	left	53	31	8	39
5	23520725	left	53	31	8	39
5	23520726	left	53	31	8	39
5	23520727	left	53	31	8	39
5	23520728	left	53	32	7	39
5	23520729	left	53	32	7	39
5	23520730	left	53	32	7	39
5	23520731	left	52	31	7	38
5	23520732	left	52	31	7	38
5	23520733	left	53	31	8	39
5	23520734	left	52	31	8	39
5	23520735	left	52	31	8	39
5	23520736	left	53	31	8	39
5	23520737	left	53	30	8	38
5	23520738	left	53	30	8	38
5	23520739	left	53	30	8	38
5	23520740	left	53	30	8	38
5	23520741	left	54	30	6	36
5	23520742	left	54	30	6	36
5	23520743	left	52	30	6	36
5	23520744	left	52	30	6	36
5	23520745	left	51	30	6	36
5	23520746	left	51	30	5	35
5	23520747	left	51	31	4	35
5	23520748	left	53	33	4	37
5	23520749	left	53	33	4	37
5	23520750	left	53	33	4	37
5	23520751	left	53	33	4	37
5	23520752	left	53	33	4	37
5	23520753	left	53	33	4	37
5	23520754	left	53	33	4	37
5	23520755	left	52	33	4	37
5	23520756	left	52	32	5	37
5	23520757	left	52	32	5	37
5	23520758	left	52	32	5	37
5	23520759	left	51	31	5	36
5	23520760	left	51	31	5	36
5	23520761	left	51	31	5	36
5	23520762	left	51	31	5	36
5	23520763	left	50	31	5	36
5	23520764	left	50	31	5	36
5	23520765	left	49	31	5	36
5	23520766	left	49	31	5	36
5	23520767	left	49	31	5	36
5	23520768	left	49	32	4	36
5	23520769	left	48	32	4	36
5	23520770	left	50	34	4	38
5	23520771	left	50	34	4	38
5	23520772	left	50	34	4	38
5	23520773	left	50	34	4	38
5	23520774	left	51	35	3	38
5	23520775	left	51	34	3	37
5	23520776	left	51	35	3	38
5	23520777	left	51	35	3	38
5	23520778	left	51	34	3	37
5	23520779	left	52	35	3	38
5	23520780	left	52	35	3	38
5	23520781	left	51	34	4	38
5	23520782	left	51	34	4	38
5	23520783	left	51	35	3	38
5	23520784	left	51	35	3	38
5	23520785	left	51	34	3	37
5	23520786	left	52	35	3	38
5	23520787	left	52	35	3	38
5	23520788	left	52	36	3	39
5	23520789	left	52	36	3	39
5	23520790	left	52	36	3	39
5	23520791	left	53	35	3	38
5	23520792	left	53	35	3	38
5	23520793	left	53	33	4	37
5	23520794	left	53	33	4	37
5	23520795	left	53	33	4	37
5	23520796	left	55	35	4	39
5	23520797	left	55	34	5	39
5	23520798	left	55	34	5	39
5	23520799	left	55	34	5	39
5	23520800	left	55	34	5	39
5	23520801	left	54	34	5	39
5	23520802	left	54	34	5	39
5	23520803	left	55	35	5	40
5	23520804	left	55	35	5	40
5	23520805	left	55	35	5	40
5	23520806	left	57	38	5	43
5	23520807	left	56	38	5	43
5	23520808	left	56	38	5	43
5	23520809	left	56	38	5	43
5	23520810	left	57	39	5	44
5	23520811	left	54	39	5	44
5	23520812	left	54	38	5	43
5	23520813	left	54	38	5	43
5	23520814	left	54	38	5	43
5	23520815	left	54	38	5	43
5	23520816	left	53	38	5	43
5	23520817	left	53	39	5	44
5	23520818	left	53	39	5	44
5	23520819	left	54	39	6	45
5	23520820	left	56	40	7	47
5	23520821	left	57	41	7	48
5	23520822	left	57	41	7	48
5	23520823	left	57	42	6	48
5	23520824	left	57	41	6	47
5	23520825	left	59	42	6	48
5	23520826	left	59	42	6	48
5	23520827	left	60	42	6	48
5	23520828	left	60	42	6	48
5	23520829	left	60	42	6	48
5	23520830	left	61	43	6	49
5	23520831	left	61	43	6	49
5	23520832	left	61	43	6	49
5	23520833	left	62	42	8	50
5	23520834	left	62	42	8	50
5	23520835	left	62	42	8	50
5	23520836	left	62	42	8	50
5	23520837	left	62	41	8	49
5	23520838	left	62	41	8	49
5	23520839	left	63	42	8	50
5	23520840	left	63	42	8	50
5	23520841	left	63	42	7	49
5	23520842	left	63	42	7	49
5	23520843	left	62	42	7	49
5	23520844	left	62	43	6	49
5	23520845	left	61	43	6	49
5	23520846	left	61	44	5	49
5	23520847	left	61	44	5	49
5	23520848	left	60	44	5	49
5	23520849	left	60	42	5	47
5	23520850	left	60	42	5	47
5	23520851	left	60	41	6	47
5	23520852	left	60	43	4	47
5	23520853	left	60	43	4	47
5	23520854	left	61	44	4	48
5	23520855	left	60	44	4	48
5	23520856	left	61	45	4	49
5	23520857	left	61	44	4	48
5	23520858	left	61	43	4	47
5	23520859	left	61	43	4	47
5	23520860	left	61	42	4	46
5	23520861	left	60	42	5	47
5	23520862	left	60	42	5	47
5	23520863	left	59	42	5	47
5	23520864	left	59	41	5	46
5	23520865	left	59	41	5	46
5	23520866	left	59	41	5	46
5	23520867	left	59	41	5	46
5	23520868	left	59	42	3	45
5	23520869	left	59	42	3	45
5	23520870	left	59	41	3	44
5	23520871	left	59	41	3	44
5	23520872	left	60	42	3	45
5	23520873	left	60	42	3	45
5	23520874	left	60	42	3	45
5	23520875	left	60	42	3	45
5	23520876	left	61	42	4	46
5	23520877	left	61	42	4	46
5	23520878	left	61	42	4	46
5	23520879	left	61	42	4	46
5	23520880	left	61	41	4	45
5	23520881	left	61	40	4	44
5	23520882	left	60	39	4	43
5	23520883	left	60	39	4	43
5	23520884	left	60	39	4	43
5	23520885	left	60	39	4	43
5	23520886	left	62	40	4	44
5	23520887	left	62	39	4	43
5	23520888	left	62	39	4	43
5	23520889	left	62	39	4	43
5	23520890	left	62	38	4	42
5	23520891	left	62	37	5	42
5	23520892	left	62	37	5	42
5	23520893	left	62	37	5	42
5	23520894	left	61	37	5	42
5	23520895	left	60	37	5	42
5	23520896	left	60	37	5	42
5	23520897	left	59	37	5	42
5	23520898	left	59	37	5	42
5	23520899	left	58	36	6	42
5	23520900	left	58	36	5	41
5	23520901	left	58	36	5	41
5	23520902	left	58	36	5	41
5	23520903	left	58	37	4	41
5	23520904	left	59	38	3	41
5	23520905	left	59	38	3	41
5	23520906	left	59	38	3	41
5	23520907	left	58	38	3	41
5	23520908	left	58	36	3	39
5	23520909	left	58	36	3	39
5	23520910	left	57	36	3	39
5	23520911	left	57	36	3	39
5	23520912	left	57	36	3	39
5	23520913	left	58	35	4	39
5	23520914	left	59	36	4	40
5	23520915	left	59	36	4	40
5	23520916	left	59	36	3	39
5	23520917	left	59	36	3	39
5	23520918	left	60	37	3	40
5	23520919	left	59	38	3	41
5	23520920	left	59	38	3	41
5	23520921	left	59	37	3	40
5	23520922	left	59	37	3	40
5	23520923	left	59	37	3	40
5	23520924	left	59	37	3	40
5	23520925	left	59	37	3	40
5	23520926	left	59	37	3	40
5	23520927	left	59	37	3	40
5	23520928	left	60	37	3	40
5	23520929	left	60	37	3	40
5	23520930	left	59	37	3	40
5	23520931	left	59	37	3	40
5	23520932	left	60	38	3	41
5	23520933	left	60	38	3	41
5	23520934	left	59	38	3	41
5	23520935	left	60	39	3	42
5	23520936	left	60	39	3	42
5	23520937	left	60	40	3	43
5	23520938	left	61	40	4	44
5	23520939	left	61	40	4	44
5	23520940	left	60	40	4	44
5	23520941	left	61	41	4	45
5	23520942	left	61	41	4	45
5	23520943	left	62	42	4	46
5	23520944	left	62	42	4	46
5	23520945	left	62	43	3	46
5	23520946	left	62	43	3	46
5	23520947	left	63	44	3	47
5	23520948	left	63	44	3	47
5	23520949	left	63	44	3	47
5	23520950	left	63	43	3	46
5	23520951	left	62	43	3	46
5	23520952	left	61	42	3	45
5	23520953	left	61	42	3	45
5	23520954	left	62	43	3	46
5	23520955	left	62	43	3	46
5	23520956	left	61	42	3	45
5	23520957	left	60	42	3	45
5	23520958	left	60	41	4	45
5	23520959	left	61	41	4	45
5	23520960	left	60	41	4	45
5	23520961	left	60	41	4	45
5	23520962	left	60	41	4	45
5	23520963	left	61	42	4	46
5	23520964	left	62	44	3	47
5	23520965	left	62	42	3	45
5	23520966	left	62	42	3	45
5	23520967	left	62	42	3	45
5	23520968	left	62	42	3	45
5	23520969	left	61	42	3	45
5	23520970	left	61	41	3	44
5	23520971	left	61	41	3	44
5	23520972	left	61	41	3	44
5	23520973	left	61	42	2	44
5	23520974	left	61	41	3	44
5	23520975	left	61	41	3	44
5	23520976	left	63	42	3	45
5	23520977	left	63	42	3	45
5	23520978	left	61	42	3	45
5	23520979	left	61	42	3	45
5	23520980	left	61	42	3	45
5	23520981	left	61	42	3	45
5	23520982	left	61	42	3	45
5	23520983	left	60	42	2	44
5	23520984	left	60	42	2	44
5	23520985	left	61	43	2	45
5	23520986	left	61	41	2	43
5	23520987	left	61	42	1	43
5	23520988	left	61	42	1	43
5	23520989	left	61	42	1	43
5	23520990	left	61	41	1	42
5	23520991	left	60	41	1	42
5	23520992	left	61	42	1	43
5	23520993	left	62	43	1	44
5	23520994	left	62	44	0	44
5	23520995	left	62	43	0	43
5	23520996	left	62	43	0	43
5	23520997	left	61	42	0	42
5	23520998	left	59	42	0	42
5	23520999	left	59	41	0	41
5	23521000	left	59	40	0	40
5	23521001	left	59	39	0	39
5	23521002	left	59	39	0	39
5	23521003	left	59	39	0	39
5	23521004	left	61	40	1	41
5	23521005	left	61	40	1	41
5	23521006	left	63	41	2	43
5	23521007	left	63	40	2	42
5	23521008	left	63	39	2	41
5	23521009	left	63	39	2	41
5	23521010	left	63	38	2	40
5	23521011	left	63	38	2	40
5	23521012	left	63	38	2	40
5	23521013	left	63	37	2	39
5	23521014	left	63	37	2	39
5	23521015	left	63	37	2	39
5	23521016	left	63	37	2	39
5	23521017	left	64	38	2	40
5	23521018	left	64	37	2	39
5	23521019	left	64	37	2	39
5	23521020	left	63	38	2	40
5	23521021	left	63	38	2	40
5	23521022	left	62	38	2	40
5	23521023	left	62	38	2	40
5	23521024	left	62	38	2	40
5	23521025	left	62	38	2	40
5	23521026	left	62	39	2	41
5	23521027	left	62	39	2	41
5	23521028	left	63	40	2	42
5	23521029	left	62	40	2	42
5	23521030	left	62	40	2	42
5	23521031	left	62	40	2	42
5	23521032	left	62	40	2	42
5	23521033	left	62	40	2	42
5	23521034	left	62	39	2	41
5	23521035	left	60	39	2	41
5	23521036	left	60	38	2	40
5	23521037	left	60	38	2	40
5	23521038	left	60	38	2	40
5	23521039	left	61	39	2	41
5	23521040	left	61	40	2	42
5	23521041	left	62	40	2	42
5	23521042	left	62	40	2	42
5	23521043	left	62	40	2	42
5	23521044	left	61	40	2	42
5	23521045	left	61	40	2	42
5	23521046	left	61	41	2	43
5	23521047	left	61	41	2	43
5	23521048	left	62	42	2	44
5	23521049	left	62	41	2	43
5	23521050	left	62	41	2	43
5	23521051	left	62	41	2	43
5	23521052	left	61	41	2	43
5	23521053	left	61	41	2	43
5	23521054	left	62	42	2	44
5	23521055	left	62	42	2	44
5	23521056	left	61	44	1	45
5	23521057	left	61	44	1	45
5	23521058	left	62	45	1	46
5	23521059	left	63	46	1	47
5	23521060	left	62	46	1	47
5	23521061	left	62	46	1	47
5	23521062	left	63	47	1	48
5	23521063	left	64	47	2	49
5	23521064	left	64	47	2	49
5	23521065	left	63	46	2	48
5	23521066	left	63	45	2	47
5	23521067	left	62	45	2	47
5	23521068	left	63	46	2	48
5	23521069	left	62	46	2	48
5	23521070	left	61	46	2	48
5	23521071	left	60	46	2	48
5	23521072	left	60	46	2	48
5	23521073	left	60	46	2	48
5	23521074	left	60	46	2	48
5	23521075	left	61	47	2	49
5	23521076	left	61	47	2	49
5	23521077	left	62	50	1	51
5	23521078	left	61	50	1	51
5	23521079	left	61	50	1	51
5	23521080	left	60	50	1	51
5	23521081	left	61	51	1	52
5	23521082	left	61	51	1	52
5	23521083	left	60	50	1	51
5	23521084	left	61	51	1	52
5	23521085	left	61	51	1	52
5	23521086	left	61	51	1	52
5	23521087	left	61	51	1	52
5	23521088	left	60	51	1	52
5	23521089	left	60	51	1	52
5	23521090	left	61	51	1	52
5	23521091	left	62	52	1	53
5	23521092	left	62	52	1	53
5	23521093	left	62	52	1	53
5	23521094	left	62	50	1	51
5	23521095	left	62	50	1	51
5	23521096	left	62	50	1	51
5	23521097	left	63	51	1	52
5	23521098	left	63	51	1	52
5	23521099	left	63	50	1	51
5	23521100	left	63	50	1	51
5	23521101	left	63	50	1	51
5	23521102	left	63	50	1	51
5	23521103	left	63	50	1	51
5	23521104	left	62	50	1	51
5	23521105	left	63	51	1	52
5	23521106	left	62	50	1	51
5	23521107	left	62	50	1	51
5	23521108	left	63	49	1	50
5	23521109	left	63	49	1	50
5	23521110	left	63	49	1	50
5	23521111	left	62	49	1	50
5	23521112	left	62	48	0	48
5	23521113	left	62	48	0	48
5	23521114	left	62	48	0	48
5	23521115	left	62	47	1	48
5	23521116	left	62	45	3	48
5	23521117	left	62	44	3	47
5	23521118	left	62	43	3	46
5	23521119	left	61	42	4	46
5	23521120	left	61	42	3	45
5	23521121	left	62	43	3	46
5	23521122	left	64	43	4	47
5	23521123	left	64	42	5	47
5	23521124	left	65	43	5	48
5	23521125	left	66	44	5	49
5	23521126	left	65	44	5	49
5	23521127	left	65	44	4	48
5	23521128	left	65	44	4	48
5	23521129	left	65	44	4	48
5	23521130	left	65	43	4	47
5	23521131	left	65	43	4	47
5	23521132	left	65	42	5	47
5	23521133	left	65	41	5	46
5	23521134	left	65	41	5	46
5	23521135	left	64	41	5	46
5	23521136	left	64	42	5	47
5	23521137	left	64	42	5	47
5	23521138	left	64	42	5	47
5	23521139	left	64	41	5	46
5	23521140	left	64	41	5	46
5	23521141	left	64	41	5	46
5	23521142	left	64	41	5	46
5	23521143	left	64	40	5	45
5	23521144	left	65	40	5	45
5	23521145	left	65	40	5	45
5	23521146	left	65	40	5	45
5	23521147	left	65	40	5	45
5	23521148	left	65	40	5	45
5	23521149	left	65	40	5	45
5	23521150	left	66	39	5	44
5	23521151	left	67	40	5	45
5	23521152	left	68	41	5	46
5	23521153	left	67	41	5	46
5	23521154	left	67	41	4	45
5	23521155	left	67	39	4	43
5	23521156	left	67	39	4	43
5	23521157	left	67	39	4	43
5	23521158	left	67	39	4	43
5	23521159	left	68	40	4	44
5	23521160	left	68	41	4	45
5	23521161	left	68	41	4	45
5	23521162	left	68	41	4	45
5	23521163	left	70	43	4	47
5	23521164	left	68	43	3	46
5	23521165	left	68	42	3	45
5	23521166	left	68	42	3	45
5	23521167	left	69	43	3	46
5	23521168	left	69	43	3	46
5	23521169	left	68	43	3	46
5	23521170	left	68	43	3	46
5	23521171	left	69	44	3	47
5	23521172	left	70	44	3	47
5	23521173	left	71	43	4	47
5	23521174	left	73	45	4	49
5	23521175	left	73	45	4	49
5	23521176	left	72	45	4	49
5	23521177	left	73	46	4	50
5	23521178	left	72	47	4	51
5	23521179	left	72	47	4	51
5	23521180	left	72	47	4	51
5	23521181	left	72	47	4	51
5	23521182	left	70	47	4	51
5	23521183	left	70	47	4	51
5	23521184	left	72	47	5	52
5	23521185	left	72	46	5	51
5	23521186	left	72	46	5	51
5	23521187	left	72	48	4	52
5	23521188	left	73	49	5	54
5	23521189	left	72	49	5	54
5	23521190	left	72	49	5	54
5	23521191	left	72	49	5	54
5	23521192	left	71	49	5	54
5	23521193	left	71	49	5	54
5	23521194	left	71	50	4	54
5	23521195	left	71	50	4	54
5	23521196	left	71	51	3	54
5	23521197	left	70	50	3	53
5	23521198	left	71	51	3	54
5	23521199	left	71	52	2	54
5	23521200	left	70	51	2	53
5	23521201	left	70	51	2	53
5	23521202	left	70	51	2	53
5	23521203	left	71	53	2	55
5	23521204	left	71	53	2	55
5	23521205	left	71	52	2	54
5	23521206	left	71	51	3	54
5	23521207	left	71	51	3	54
5	23521208	left	71	50	3	53
5	23521209	left	71	51	3	54
5	23521210	left	72	52	3	55
5	23521211	left	72	52	3	55
5	23521212	left	72	52	3	55
5	23521213	left	71	53	2	55
5	23521214	left	71	54	2	56
5	23521215	left	71	54	2	56
5	23521216	left	71	54	2	56
5	23521217	left	71	54	2	56
5	23521218	left	71	53	2	55
5	23521219	left	71	52	2	54
5	23521220	left	69	51	2	53
5	23521221	left	69	51	2	53
5	23521222	left	69	51	2	53
5	23521223	left	71	53	2	55
5	23521224	left	71	53	3	56
5	23521225	left	69	51	3	54
5	23521226	left	69	49	4	53
5	23521227	left	69	49	3	52
5	23521228	left	69	48	4	52
5	23521229	left	69	48	4	52
5	23521230	left	69	49	3	52
5	23521231	left	69	49	3	52
5	23521232	left	69	49	3	52
5	23521233	left	69	49	3	52
5	23521234	left	69	48	3	51
5	23521235	left	69	50	2	52
5	23521236	left	69	49	2	51
5	23521237	left	70	50	2	52
5	23521238	left	70	49	2	51
5	23521239	left	70	48	2	50
5	23521240	left	70	48	2	50
5	23521241	left	70	48	2	50
5	23521242	left	70	48	2	50
5	23521243	left	70	48	2	50
5	23521244	left	70	48	2	50
5	23521245	left	71	49	2	51
5	23521246	left	72	50	2	52
5	23521247	left	72	50	2	52
5	23521248	left	72	49	2	51
5	23521249	left	72	49	2	51
5	23521250	left	72	49	2	51
5	23521251	left	72	49	2	51
5	23521252	left	72	49	2	51
5	23521253	left	73	50	2	52
5	23521254	left	72	49	2	51
5	23521255	left	71	49	2	51
5	23521256	left	71	49	2	51
5	23521257	left	71	49	2	51
5	23521258	left	72	50	2	52
5	23521259	left	72	50	2	52
5	23521260	left	72	50	2	52
5	23521261	left	72	49	2	51
5	23521262	left	72	49	2	51
5	23521263	left	72	48	2	50
5	23521264	left	75	51	2	53
5	23521265	left	76	52	2	54
5	23521266	left	76	52	2	54
5	23521267	left	75	52	2	54
5	23521268	left	75	52	2	54
5	23521269	left	75	52	2	54
5	23521270	left	74	51	2	53
5	23521271	left	75	51	2	53
5	23521272	left	75	51	2	53
5	23521273	left	75	51	2	53
5	23521274	left	75	51	2	53
5	23521275	left	74	51	2	53
5	23521276	left	74	50	2	52
5	23521277	left	74	51	1	52
5	23521278	left	73	51	1	52
5	23521279	left	74	51	2	53
5	23521280	left	74	51	2	53
5	23521281	left	74	51	2	53
5	23521282	left	74	51	2	53
5	23521283	left	74	51	2	53
5	23521284	left	74	51	2	53
5	23521285	left	74	50	2	52
5	23521286	left	76	53	1	54
5	23521287	left	76	53	1	54
5	23521288	left	75	53	0	53
5	23521289	left	74	53	0	53
5	23521290	left	73	53	0	53
5	23521291	left	73	53	0	53
5	23521292	left	73	53	0	53
5	23521293	left	73	53	0	53
5	23521294	left	74	54	0	54
5	23521295	left	72	54	0	54
5	23521296	left	70	54	0	54
5	23521297	left	70	54	0	54
5	23521298	left	70	54	0	54
5	23521299	left	70	53	0	53
5	23521300	left	70	53	0	53
5	23521301	left	70	52	0	52
5	23521302	left	70	51	0	51
5	23521303	left	70	51	0	51
5	23521304	left	69	51	0	51
5	23521305	left	70	51	0	51
5	23521306	left	70	52	0	52
5	23521307	left	70	52	0	52
5	23521308	left	70	53	0	53
5	23521309	left	70	54	0	54
5	23521310	left	73	56	1	57
5	23521311	left	73	56	1	57
5	23521312	left	73	57	1	58
5	23521313	left	72	55	1	56
5	23521314	left	73	56	1	57
5	23521315	left	74	57	1	58
5	23521316	left	74	56	1	57
5	23521317	left	75	57	1	58
5	23521318	left	74	55	1	56
5	23521319	left	74	55	1	56
5	23521320	left	74	56	0	56
5	23521321	left	75	57	0	57
5	23521322	left	75	57	0	57
5	23521323	left	75	57	0	57
5	23521324	left	74	56	0	56
5	23521325	left	75	57	0	57
5	23521326	left	75	56	1	57
5	23521327	left	75	56	1	57
5	23521328	left	75	56	1	57
5	23521329	left	75	55	1	56
5	23521330	left	75	54	1	55
5	23521331	left	75	55	1	56
5	23521332	left	75	54	1	55
5	23521333	left	76	56	1	57
5	23521334	left	76	56	1	57
5	23521335	left	76	56	1	57
5	23521336	left	76	55	2	57
5	23521337	left	76	55	2	57
5	23521338	left	76	55	2	57
5	23521339	left	76	54	2	56
5	23521340	left	75	53	2	55
5	23521341	left	74	53	2	55
5	23521342	left	74	53	2	55
5	23521343	left	74	53	2	55
5	23521344	left	74	53	2	55
5	23521345	left	74	53	2	55
5	23521346	left	73	52	2	54
5	23521347	left	73	52	2	54
5	23521348	left	73	52	2	54
5	23521349	left	73	52	2	54
5	23521350	left	74	53	2	55
5	23521351	left	75	53	2	55
5	23521352	left	75	52	2	54
5	23521353	left	75	51	2	53
5	23521354	left	75	50	3	53
5	23521355	left	74	50	3	53
5	23521356	left	76	51	3	54
5	23521357	left	77	52	3	55
5	23521358	left	76	51	3	54
5	23521359	left	76	51	3	54
5	23521360	left	76	51	3	54
5	23521361	left	76	51	3	54
5	23521362	left	77	50	5	55
5	23521363	left	77	50	5	55
5	23521364	left	77	48	5	53
5	23521365	left	77	48	5	53
5	23521366	left	77	48	5	53
5	23521367	left	80	50	5	55
5	23521368	left	80	49	4	53
5	23521369	left	79	49	4	53
5	23521370	left	79	49	4	53
5	23521371	left	78	48	5	53
5	23521372	left	77	49	4	53
5	23521373	left	77	49	4	53
5	23521374	left	76	49	4	53
5	23521375	left	75	49	4	53
5	23521376	left	75	49	4	53
5	23521377	left	75	49	4	53
5	23521378	left	75	49	3	52
5	23521379	left	75	49	3	52
5	23521380	left	75	49	3	52
5	23521381	left	77	51	3	54
5	23521382	left	77	51	3	54
5	23521383	left	75	49	3	52
5	23521384	left	75	49	3	52
5	23521385	left	75	49	3	52
5	23521386	left	74	47	4	51
5	23521387	left	74	47	4	51
5	23521388	left	72	45	4	49
5	23521389	left	72	45	4	49
5	23521390	left	72	45	4	49
5	23521391	left	72	45	4	49
5	23521392	left	72	45	4	49
5	23521393	left	72	45	4	49
5	23521394	left	71	44	4	48
5	23521395	left	71	44	4	48
5	23521396	left	71	44	4	48
5	23521397	left	72	47	2	49
5	23521398	left	72	47	2	49
5	23521399	left	71	47	2	49
5	23521400	left	70	47	2	49
5	23521401	left	70	47	2	49
5	23521402	left	69	46	2	48
5	23521403	left	69	46	1	47
5	23521404	left	69	46	1	47
5	23521405	left	69	46	1	47
5	23521406	left	69	46	1	47
5	23521407	left	69	46	1	47
5	23521408	left	69	46	1	47
5	23521409	left	68	46	1	47
5	23521410	left	67	46	1	47
5	23521411	left	67	46	1	47
5	23521412	left	67	46	1	47
5	23521413	left	68	47	1	48
5	23521414	left	68	46	1	47
5	23521415	left	68	45	1	46
5	23521416	left	67	44	1	45
5	23521417	left	68	45	1	46
5	23521418	left	68	45	1	46
5	23521419	left	68	45	1	46
5	23521420	left	68	45	1	46
5	23521421	left	68	45	1	46
5	23521422	left	67	45	1	46
5	23521423	left	68	45	1	46
5	23521424	left	69	46	1	47
5	23521425	left	69	46	1	47
5	23521426	left	68	45	1	46
5	23521427	left	69	46	1	47
5	23521428	left	68	46	1	47
5	23521429	left	68	46	1	47
5	23521430	left	69	47	1	48
5	23521431	left	70	48	1	49
5	23521432	left	70	48	1	49
5	23521433	left	71	48	1	49
5	23521434	left	70	49	1	50
5	23521435	left	70	49	1	50
5	23521436	left	70	49	1	50
5	23521437	left	69	49	1	50
